id	name	type_etablissement	nb_etablissements	funnel_stage	address	phone	linkedin_url	DUI	employees	tagline	summary	notes	next_action	created_by	created_at	updated_by	updated_at	website	industry	uses_netsoins	score_icp	city	region	country
ehpad-joachim-fleury-de-broons	EHPAD Joachim Fleury de Broons	Groupe		Premier contact	27 rue de la Barriere	0296847809		Inconnu	100			Groupe: Association Joachim Fleury | Finess: 220005581 | Lits: 100 | Hébergement min: 1 991,10  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Broons	Bretagne	France
ehpad-residence-papillon-d-or	EHPAD Résidence Papillon d'Or	Groupe		Premier contact	6 rue du Pont de Gué	0297226386		Inconnu	85			Groupe: Maison de retraite Mauron | Finess: 560002297 | Lits: 85 | Hébergement min: 2 337,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Mauron	Bretagne	France
ehpad-le-missilien	EHPAD Le Missilien	Groupe		Premier contact	10 rue d'Orense	0298555920		Inconnu	90			Groupe: Fondation Masse Trévidy | Finess: 290007624 | Lits: 90 | Hébergement min: 2 196,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Quimper	Bretagne	France
ehpad-ker-digemer	EHPAD Ker Digemer	Groupe		Premier contact	19 avenue de Tarente	0298031580		Inconnu	104			Groupe: Association Les amitiés d'Armor - Siège | Finess: 290004597 | Lits: 104 | Hébergement min: 1 890,30  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Brest	Bretagne	France
ehpad-residence-pere-brottier	EHPAD Résidence Père Brottier	Groupe		Premier contact	8 rue du Sapin	0299659100		Inconnu	80			Groupe: Fondation Partage et Vie | Finess: 350005476 | Lits: 80 | Hébergement min: 2 457,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Pléchâtel	Bretagne	France
ehpad-residence-les-bruyeres	EHPAD Résidence Les Bruyères	Groupe		Premier contact	58 avenue Joseph Jan	0299529091		Inconnu	80			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 350007092 | Lits: 80 | Hébergement min: 2 454,60  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bruz	Bretagne	France
ehpad-ty-pors-moro	EHPAD Ty Pors Moro	Groupe		Premier contact	32 rue de Lambour	0298870213		Inconnu	85			Groupe: Maison de Retraite Pont-L'Abbe | Finess: 290002138 | Lits: 85 | Hébergement min: 2 309,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Pont-l'Abbé	Bretagne	France
ehpad-residence-boris-antonoff	EHPAD Résidence Boris Antonoff	Groupe		Premier contact	12 rue du Tertre Belot	0299210870		Inconnu	80			Groupe: Fondation de l'Armée du Salut | Finess: 350045373 | Lits: 80 | Hébergement min: 2 444,40  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Malo	Bretagne	France
residence-les-clos-des-grands-chenes	Résidence Les Clos des Grands Chênes	Groupe		Premier contact	Rue de Pont Augan	0297510373		Inconnu	81			Groupe: Maison de retraite Baud | Finess: 560002230 | Lits: 81 | Hébergement min: 2 412,30  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Baud	Bretagne	France
residence-le-pont-aux-moines	Résidence Le Pont Aux Moines	Groupe		Premier contact	6 rue de la Prouverie	0299646419		Inconnu	80			Groupe: Centre intercommunal d'action sociale (CIAS) | Finess: 350006920 | Lits: 80 | Hébergement min: 2 437,50  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Gilles	Bretagne	France
ehpad-branda	EHPAD Branda	Groupe		Premier contact	55 rue Branda	0298461426		Inconnu	81			Groupe: Association Les amitiés d'Armor - Siège | Finess: 290019942 | Lits: 81 | Hébergement min: 2 398,50  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Brest	Bretagne	France
residence-les-trois-sources	Résidence Les Trois Sources	Groupe		Premier contact	490 linglas Izella	0298070557		Inconnu	85			Groupe: Le home familial L'eau vive | Finess: 290006527 | Lits: 85 | Hébergement min: 2 270,70  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Loperhet	Bretagne	France
ehpad-pratel-izel	EHPAD Pratel Izel	Groupe		Premier contact	2 rue du Pratel	0297593899		Inconnu	80			Groupe: Centre hospitalier Bretagne Atlantique | Finess: 560024648 | Lits: 80 | Hébergement min: 2 411,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Auray	Bretagne	France
ehpad-kerleano	EHPAD Kerleano	Groupe		Premier contact	2 rue Georges Brassens	0297593899		Inconnu	80			Groupe: Centre hospitalier Bretagne Atlantique | Finess: 560024655 | Lits: 80 | Hébergement min: 2 411,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Auray	Bretagne	France
ehpad-abbe-marcel-dehoux	EHPAD Abbé Marcel Dehoux	Groupe		Premier contact	17 rue de la Fontaine	0299763231		Inconnu	87			Groupe: Association Abbé Marcel Dehoux | Finess: 350005393 | Lits: 87 | Hébergement min: 2 208,90  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bais	Bretagne	France
ehpad-mareva-les-nympheas	EHPAD Mareva Les Nymphéas	Groupe		Premier contact	17 rue du 505ème R.C.C.	0297470707		Inconnu	80			Groupe: Résidence Mareva | Finess: 560003634 | Lits: 80 | Hébergement min: 2 398,20  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vannes	Bretagne	France
ehpad-mareva-parc-er-vor	EHPAD Mareva Parc Er Vor	Groupe		Premier contact	Rue des Chenes Verts	0297618610		Inconnu	80			Groupe: Résidence Mareva | Finess: 560016008 | Lits: 80 | Hébergement min: 2 398,20  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vannes	Bretagne	France
ehpad-mareva-les-oreades	EHPAD Mareva Les Oréades	Groupe		Premier contact	26 rue Vincent Rouille	0297464354		Inconnu	80			Groupe: Résidence Mareva | Finess: 560003626 | Lits: 80 | Hébergement min: 2 398,20  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vannes	Bretagne	France
residence-val-de-chevre	Résidence Val de Chevré	Groupe		Premier contact	52 rue Jean-marie Pavy	0299044600		Inconnu	85			Groupe: Residence Val de Chevre | Finess: 350002366 | Lits: 85 | Hébergement min: 2 250,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	La Bouëxière	Bretagne	France
ehpad-leon-grimault	EHPAD Léon Grimault	Groupe		Premier contact	1 rue du Pré de Bris	0299593547		Inconnu	80			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 350032710 | Lits: 80 | Hébergement min: 2 374,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Rennes	Bretagne	France
ehpad-les-champs-bleus	EHPAD Les Champs Bleus	Groupe		Premier contact	1 rue de Belle-Ile	0290023800		Inconnu	80			Groupe: Centre intercommunal d'action sociale (CIAS) | Finess: 350030995 | Lits: 80 | Hébergement min: 2 371,50  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vezin-le-Coquet	Bretagne	France
ehpad-thomas-boursin	EHPAD Thomas Boursin	Groupe		Premier contact	11 rue Angèle Belair	0299885644		Inconnu	84			Groupe: Maison de Retraite | Finess: 350002424 | Lits: 84 | Hébergement min: 2 250,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Le Minihic-sur-Rance	Bretagne	France
ehpad-la-parentele	EHPAD La Parentèle	Groupe		Premier contact	2 chemin de la Belle Etoile	0299481663		Inconnu	80			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 350007266 | Lits: 80 | Hébergement min: 2 358,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Dol-de-Bretagne	Bretagne	France
ehpad-ker-bleuniou	EHPAD Ker Bleuniou	Groupe		Premier contact	6 rue du Château d'Eau	0298077069		Inconnu	80			Groupe: Association Les amitiés d'Armor - Siège | Finess: 290019322 | Lits: 80 | Hébergement min: 2 353,80  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Gouesnou	Bretagne	France
residence-les-couleurs-du-temps	Résidence Les Couleurs du Temps	Groupe		Premier contact	17 hent Daou	0297302450		Inconnu	84			Groupe: Mutualité Bretagne Seniors | Finess: 560025694 | Lits: 84 | Hébergement min: 2 241,60  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Pont-Scorff	Bretagne	France
ehpad-la-fleur-de-sel	EHPAD La Fleur de Sel	Groupe		Premier contact	9 rue Chateaubriand	0299430643		Inconnu	80			Groupe: Hospitalité Saint-Thomas de Villeneuve (HSTV) | Finess: 350049664 | Lits: 80 | Hébergement min: 2 344,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Le Sel-de-Bretagne	Bretagne	France
ehpad-tal-ar-mor	EHPAD Tal Ar Mor	Groupe		Premier contact	Rue Saint Melaine	0298965332		Inconnu	80			Groupe: Groupe hospitalier Bretagne Sud (GHBS) | Finess: 290003987 | Lits: 80 | Hébergement min: 2 339,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Moëlan-sur-Mer	Bretagne	France
ehpad-la-haize	EHPAD La Haize	Groupe		Premier contact	20 rue des Tintiaux	0299212722		Inconnu	80			Groupe: Groupe hospitalier Rance Emeraude - GHRE | Finess: 350049524 | Lits: 80 | Hébergement min: 2 334,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Malo	Bretagne	France
ehpad-residence-les-deux-roches	EHPAD Résidence Les Deux Roches	Groupe		Premier contact	Rue des Tilleuls	0297759269		Inconnu	80			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 560005191 | Lits: 80 | Hébergement min: 2 324,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Sérent	Bretagne	France
ehpad-de-cleunay-rennes	EHPAD de Cleunay rennes	Groupe		Premier contact	70 rue Ferdinand de Lesseps	0299652530		Inconnu	82			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 350039525 | Lits: 82 | Hébergement min: 2 267,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Rennes	Bretagne	France
residence-sainte-marie	Résidence Sainte-Marie	Groupe		Premier contact	1 avenue des Platanes	0299003137		Inconnu	84			Groupe: Association Ste Marie | Finess: 350005419 | Lits: 84 | Hébergement min: 2 204,70  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Châteaubourg	Bretagne	France
ehpad-l-aubinage	EHPAD L'Aubinage	Groupe		Premier contact	7 rue du Champérou	0299552525		Inconnu	80			Groupe: CIAS du Val d'Ille Aubigné | Finess: 350032686 | Lits: 80 | Hébergement min: 2 310,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Aubin-d'Aubigné	Bretagne	France
ehpad-le-tronchet	EHPAD Le tronchet	Groupe		Premier contact	1 rue de la Priere	0299589578		Inconnu	80			Groupe: Maison de Retraite | Finess: 350000253 | Lits: 80 | Hébergement min: 2 304,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Le Tronchet	Bretagne	France
ehpad-flora-tristan	EHPAD Flora Tristan	Groupe		Premier contact	31 rue Général de Gaulle	0298577110		Inconnu	85			Groupe: Centre intercommunal d'action sociale (CIAS) | Finess: 290023753 | Lits: 85 | Hébergement min: 2 168,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Briec	Bretagne	France
residence-les-bles-d-or	Résidence Les blés d'Or	Groupe		Premier contact	7 rue des Chenots	0297744054		Inconnu	80			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 560004939 | Lits: 80 | Hébergement min: 2 302,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Guilliers	Bretagne	France
ehpad-mutualiste-des-champs-au-duc	EHPAD Mutualiste des Champs au Duc	Groupe		Premier contact	10 rue des Champs au Duc	0296610956		Inconnu	80			Groupe: Mutualité Bretagne Retraite | Finess: 220020424 | Lits: 80 | Hébergement min: 2 298,60  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Brieuc	Bretagne	France
ehpad-residence-la-villeneuve	EHPAD Résidence La Villeneuve	Groupe		Premier contact	1 allée de la Ville Neuve	0296794898		Inconnu	80			Groupe: GSCMS Montbareil La Villeneuve | Finess: 220006837 | Lits: 80 | Hébergement min: 2 298,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Pordic	Bretagne	France
ehpad-residence-kerampir	EHPAD Résidence Kérampir	Groupe		Premier contact	70 rue Park ar Roz	0298345858		Inconnu	80			Groupe: UGECAM Bretagne et Pays de la Loire | Finess: 290002930 | Lits: 80 | Hébergement min: 2 297,70  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bohars	Bretagne	France
residence-ter-et-mer	Résidence Ter et Mer	Groupe		Premier contact	Chemin de la Laiterie	0297864840		Inconnu	82			Groupe: Mutualité Bretagne Seniors | Finess: 560024887 | Lits: 82 | Hébergement min: 2 241,60  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Ploemeur	Bretagne	France
ehpad-villa-saint-joseph	EHPAD Villa Saint-Joseph	Groupe		Premier contact	12 rue Saint Joseph	0299618105		Inconnu	85			Groupe: Association Villa Saint-Joseph | Finess: 350005484 | Lits: 85 | Hébergement min: 2 160,90  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Plélan-le-Grand	Bretagne	France
ehpad-maurice-peigne	EHPAD Maurice Peigné	Groupe		Premier contact	3 rue des Alouettes	0296896306		Inconnu	80			Groupe: Groupe hospitalier Rance Emeraude - GHRE | Finess: 220020143 | Lits: 80 | Hébergement min: 2 294,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Quévert	Bretagne	France
ehpad-epms-bellevue	EHPAD EPMS Bellevue	Groupe		Premier contact	9 avenue de Combourg	0299974420		Inconnu	93			Groupe: EPMS Bellevue | Finess: 350002358 | Lits: 93 | Hébergement min: 1 973,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bazouges-la-Pérouse	Bretagne	France
ehpad-le-manoir-de-keraudren	EHPAD Le Manoir de Keraudren	Groupe		Premier contact	160 rue Ernestine de Trémaudan	0298346660		Inconnu	80			Groupe: Fondation Ildys | Finess: 290007699 | Lits: 80 | Hébergement min: 2 293,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Brest	Bretagne	France
residence-keramour	Résidence Keramour	Groupe		Premier contact	Rue de la Corderie	0296574070		Inconnu	90			Groupe: Association hospitalière de Bretagne | Finess: 220020184 | Lits: 90 | Hébergement min: 2 038,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Rostrenen	Bretagne	France
residence-les-menhirs	Résidence Les Menhirs	Groupe		Premier contact	1 rue de Chateaubriand	0299617761		Inconnu	80			Groupe: EHPAD Résidence Les Grands Jardins | Finess: 350046116 | Lits: 80 | Hébergement min: 2 290,50  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Médréac	Bretagne	France
residence-de-l-etang	Résidence de l'Étang	Groupe		Premier contact	2 allée de la Maison de Retraite	0299436721		Inconnu	85			Groupe: Maison de retraite Marcille Robert | Finess: 350002408 | Lits: 85 | Hébergement min: 2 154,90  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Marcillé-Robert	Bretagne	France
ehpad-de-kervenanec	EHPAD de Kervenanec	Groupe		Premier contact	1 place Joseph Pomel	0297882940		Inconnu	80			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 560023988 | Lits: 80 | Hébergement min: 2 283,60  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Lorient	Bretagne	France
residence-louise-le-roux	Résidence Louise Le Roux	Groupe		Premier contact	20 rue de Maissin	0298056400		Inconnu	84			Groupe: CCAS de Brest | Finess: 290017201 | Lits: 84 | Hébergement min: 2 173,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Brest	Bretagne	France
residence-le-grand-champ	Résidence Le Grand champ	Groupe		Premier contact	9 rue des Clouettes	0299067115		Inconnu	80			Groupe: Résidence Le Grand champ | Finess: 350007894 | Lits: 80 | Hébergement min: 2 280,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Maxent	Bretagne	France
ehpad-gaetan-herve	EHPAD Gaëtan Hervé	Groupe		Premier contact	38 boulevard Oscar Leroux	0223300225		Inconnu	80			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 350040473 | Lits: 80 | Hébergement min: 2 275,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Rennes	Bretagne	France
ehpad-mutualiste-le-chatelier	EHPAD Mutualiste Le Châtelier	Groupe		Premier contact	6 rue des Canadiens	0296865131		Inconnu	80			Groupe: Mutualité Bretagne Retraite | Finess: 220006936 | Lits: 80 | Hébergement min: 2 274,30  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Éréac	Bretagne	France
ehpad-les-tamaris	EHPAD Les Tamaris	Groupe		Premier contact	25 rue de la Noé	0296277797		Inconnu	80			Groupe: Mutualité Bretagne Retraite | Finess: 220007744 | Lits: 80 | Hébergement min: 2 274,30  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Jacut-de-la-Mer	Bretagne	France
ehpad-mutualiste-kerguen	EHPAD Mutualiste Kerguen	Groupe		Premier contact	Roc’H Guen	0296912555		Inconnu	80			Groupe: Mutualité Bretagne Retraite | Finess: 220014831 | Lits: 80 | Hébergement min: 2 274,30  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Louannec	Bretagne	France
ehpad-mutualiste-ti-ma-zud	EHPAD mutualiste Ti Ma Zud	Groupe		Premier contact	4 allée Fao	0296435057		Inconnu	80			Groupe: Mutualité Bretagne Retraite | Finess: 220014799 | Lits: 80 | Hébergement min: 2 274,30  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Louargat	Bretagne	France
ehpad-de-tredez	EHPAD de Tredez	Groupe		Premier contact	Rue du Palud	0296352272		Inconnu	80			Groupe: Mutualité Bretagne Retraite | Finess: 220007694 | Lits: 80 | Hébergement min: 2 274,30  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Trédrez-Locquémeau	Bretagne	France
ehpad-cavan	EHPAD Cavan	Groupe		Premier contact	3 rue Yves Derriennic	0296359364		Inconnu	80			Groupe: Mutualité Bretagne Retraite | Finess: 220014674 | Lits: 80 | Hébergement min: 2 274,30  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Cavan	Bretagne	France
ehpad-amzer-zo	EHPAD Amzer Zo	Groupe		Premier contact	7 route de Moëlan	0298715938		Inconnu	80			Groupe: Mutualité Bretagne Seniors | Finess: 290018571 | Lits: 80 | Hébergement min: 2 273,70  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Clohars-Carnoët	Bretagne	France
ehpad-raymond-thomas-rennes	EHPAD Raymond Thomas Rennes	Groupe		Premier contact	10 avenue Sir Winston Churchill	0223464410		Inconnu	82			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 350006680 | Lits: 82 | Hébergement min: 2 202,60  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Rennes	Bretagne	France
ehpad-roch-ar-budo	EHPAD Roch Ar Budo	Groupe		Premier contact	8 ruelle du Roch Bido	0296285133		Inconnu	80			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 220015580 | Lits: 80 | Hébergement min: 2 254,50  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Guerlédan	Bretagne	France
ehpad-pen-alle	EHPAD Pen Allé	Groupe		Premier contact	Rue du général de Penfentenyo	0298879210		Inconnu	83			Groupe: Fondation Masse Trévidy | Finess: 290020627 | Lits: 83 | Hébergement min: 2 171,70  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Loctudy	Bretagne	France
ehpad-residence-an-heol	EHPAD Résidence An Héol	Groupe		Premier contact	16 rue Saint Yves	0296700113		Inconnu	87			Groupe: CCAS Lanvollon | Finess: 220003917 | Lits: 87 | Hébergement min: 2 069,70  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Lanvollon	Bretagne	France
ehpad-residence-les-rondines	EHPAD Résidence Les Rondines	Groupe		Premier contact	1 rue des Redones	0299575859		Inconnu	80			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 350042479 | Lits: 80 | Hébergement min: 2 250,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bourg-des-Comptes	Bretagne	France
ehpad-de-la-vallee-de-penanros	EHPAD de la Vallée de Penanros	Groupe		Premier contact	Kerentrech	0298061888		Inconnu	84			Groupe: Fondation Masse Trévidy | Finess: 290019850 | Lits: 84 | Hébergement min: 2 139,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Pont-Aven	Bretagne	France
ehpad-les-hameaux-du-coglais	EHPAD Les Hameaux du Coglais	Groupe		Premier contact	5 rue Victor Roussin	0299983133		Inconnu	80			Groupe: Centre hospitalier des marches de Bretagne | Finess: 350013710 | Lits: 80 | Hébergement min: 2 243,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Maen Roch	Bretagne	France
ehpad-les-corbieres	EHPAD Les Corbières	Groupe		Premier contact	10 rue de la Fontaine	0299198471		Inconnu	80			Groupe: Groupe hospitalier Rance Emeraude - GHRE | Finess: 350053724 | Lits: 80 | Hébergement min: 2 236,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Malo	Bretagne	France
ehpad-therese-rondeau-kernisy	EHPAD Thérèse Rondeau-Kernisy	Groupe		Premier contact	3 allée de Kernisy	0298538112		Inconnu	92			Groupe: Association Thérèse Rondeau | Finess: 290019819 | Lits: 92 | Hébergement min: 1 944,60  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Quimper	Bretagne	France
ehpad-residence-les-charmilles	EHPAD Résidence Les Charmilles	Groupe		Premier contact	2 rue Jean Guéhenno	0299666360		Inconnu	80			Groupe: Résidence La Vallee | Finess: 350047189 | Lits: 80 | Hébergement min: 2 235,30  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Romillé	Bretagne	France
ehpad-ti-arvor	EHPAD Ti Arvor	Groupe		Premier contact	Rue de la Porte Bréhand	0296745720		Inconnu	80			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 220004006 | Lits: 80 | Hébergement min: 2 233,20  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Plérin	Bretagne	France
ehpad-residence-du-prevot	EHPAD Résidence du Prévot	Groupe		Premier contact	4 rue François Xavier Leray	0299333980		Inconnu	80			Groupe: Centre hospitalier Guillaume Régnier Rennes | Finess: 350032298 | Lits: 80 | Hébergement min: 2 232,30  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Châteaugiron	Bretagne	France
ehpad-residence-ti-an-diskuizh	EHPAD Résidence Ti An Diskuizh	Groupe		Premier contact	4 rue du Pontiou	0296369122		Inconnu	80			Groupe: CCAS de Laniscat | Finess: 220004964 | Lits: 80 | Hébergement min: 2 212,50  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bon Repos sur Blavet	Bretagne	France
ehpad-georges-brassens	EHPAD Georges Brassens	Groupe		Premier contact	9 avenue Georges Pompidou	0298848643		Inconnu	80			Groupe: SIVU les Rives de l'Elorn | Finess: 290021013 | Lits: 80 | Hébergement min: 2 206,50  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Guipavas	Bretagne	France
ehpad-ker-heol	EHPAD Ker-Héol	Groupe		Premier contact	7 rue Ker-Heol	0298022967		Inconnu	85			Groupe: Association Les amitiés d'Armor - Siège | Finess: 290004787 | Lits: 85 | Hébergement min: 2 074,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Brest	Bretagne	France
ehpad-des-champs-manceaux	EHPAD des Champs Manceaux	Groupe		Premier contact	2 rue Jean Coquelin	0299222490		Inconnu	80			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 350000287 | Lits: 80 | Hébergement min: 2 197,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Rennes	Bretagne	France
ehpad-du-gavel	EHPAD du Gavel	Groupe		Premier contact	13 rue Abbe le Luyer	0296154227		Inconnu	80			Groupe: CIAS de Lannion-Trégor Communauté | Finess: 220004071 | Lits: 80 | Hébergement min: 2 196,60  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Trébeurden	Bretagne	France
residence-les-acacias	Résidence Les Acacias	Groupe		Premier contact	13 avenue des Acacias	0299970310		Inconnu	80			Groupe: Centre hospitalier des marches de Bretagne | Finess: 350002440 | Lits: 80 | Hébergement min: 2 193,30  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Georges-de-Reintembault	Bretagne	France
ehpad-du-pays-dardoup	EHPAD DU PAYS DARDOUP	Groupe		Premier contact	13 rue du Stade	0298869330		Inconnu	80			Groupe: CCAS PLONEVEZ DU FAOU | Finess: 290020510 | Lits: 80 | Hébergement min: 2 180,70  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Plonévez-du-Faou	Bretagne	France
ehpad-residence-saint-maurice	EHPAD Résidence Saint-Maurice	Indépendant		Premier contact	Ker Laïta	0297843804		Inconnu	80			Groupe:  | Finess: 560012247 | Lits: 80 | Hébergement min: NA | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Guidel	Bretagne	France
ehpad-ti-degemer	EHPAD Ti Degemer	Indépendant		Premier contact	9 sentier des Plomarc'h	0298921362		Inconnu	80			Groupe:  | Finess: 290035872 | Lits: 80 | Hébergement min: NA | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Douarnenez	Bretagne	France
accueil-de-jour-de-l-ehpad-la-vallee	Accueil de jour de l'EHPAD La vallée	Indépendant		Premier contact	1 place de l’Eglise	0298788484		Inconnu	80			Groupe:  | Finess: 290036847 | Lits: 80 | Hébergement min: NA | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Lanmeur	Bretagne	France
residence-du-petit-bily	Résidence du Petit Bily	Indépendant		Premier contact	13 rue Francis Cade	0296843950		Inconnu	80			Groupe:  | Finess: 220004352 | Lits: 80 | Hébergement min: NA | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Plancoët	Bretagne	France
