id	company_id	DUI	name	job_title	funnel_stage	linkedin	email	phone	temperature	recap	next_action	website	source	created_by	created_at	updated_by	updated_at
ehpad-joachim-fleury-de-broons-referent	ehpad-joachim-fleury-de-broons	Inconnu	Directeur EHPAD Joachim Fleury de Broons	Directeur	Premier contact			+33296847809	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-papillon-d-or-referent	ehpad-residence-papillon-d-or	Inconnu	Directeur EHPAD Résidence Papillon d'Or	Directeur	Premier contact			+33297226386	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-le-missilien-referent	ehpad-le-missilien	Inconnu	Directeur EHPAD Le Missilien	Directeur	Premier contact			+33298555920	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ker-digemer-referent	ehpad-ker-digemer	Inconnu	Directeur EHPAD Ker Digemer	Directeur	Premier contact			+33298031580	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-pere-brottier-referent	ehpad-residence-pere-brottier	Inconnu	Directeur EHPAD Résidence Père Brottier	Directeur	Premier contact			+33299659100	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-les-bruyeres-referent	ehpad-residence-les-bruyeres	Inconnu	Directeur EHPAD Résidence Les Bruyères	Directeur	Premier contact			+33299529091	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ty-pors-moro-referent	ehpad-ty-pors-moro	Inconnu	Directeur EHPAD Ty Pors Moro	Directeur	Premier contact			+33298870213	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-boris-antonoff-referent	ehpad-residence-boris-antonoff	Inconnu	Directeur EHPAD Résidence Boris Antonoff	Directeur	Premier contact			+33299210870	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-les-clos-des-grands-chenes-referent	residence-les-clos-des-grands-chenes	Inconnu	Directeur Résidence Les Clos des Grands Chênes	Directeur	Premier contact			+33297510373	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-le-pont-aux-moines-referent	residence-le-pont-aux-moines	Inconnu	Directeur Résidence Le Pont Aux Moines	Directeur	Premier contact			+33299646419	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-branda-referent	ehpad-branda	Inconnu	Directeur EHPAD Branda	Directeur	Premier contact			+33298461426	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-les-trois-sources-referent	residence-les-trois-sources	Inconnu	Directeur Résidence Les Trois Sources	Directeur	Premier contact			+33298070557	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-pratel-izel-referent	ehpad-pratel-izel	Inconnu	Directeur EHPAD Pratel Izel	Directeur	Premier contact			+33297593899	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-kerleano-referent	ehpad-kerleano	Inconnu	Directeur EHPAD Kerleano	Directeur	Premier contact			+33297593899	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-abbe-marcel-dehoux-referent	ehpad-abbe-marcel-dehoux	Inconnu	Directeur EHPAD Abbé Marcel Dehoux	Directeur	Premier contact			+33299763231	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-mareva-les-nympheas-referent	ehpad-mareva-les-nympheas	Inconnu	Directeur EHPAD Mareva Les Nymphéas	Directeur	Premier contact			+33297470707	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-mareva-parc-er-vor-referent	ehpad-mareva-parc-er-vor	Inconnu	Directeur EHPAD Mareva Parc Er Vor	Directeur	Premier contact			+33297618610	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-mareva-les-oreades-referent	ehpad-mareva-les-oreades	Inconnu	Directeur EHPAD Mareva Les Oréades	Directeur	Premier contact			+33297464354	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-val-de-chevre-referent	residence-val-de-chevre	Inconnu	Directeur Résidence Val de Chevré	Directeur	Premier contact			+33299044600	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-leon-grimault-referent	ehpad-leon-grimault	Inconnu	Directeur EHPAD Léon Grimault	Directeur	Premier contact			+33299593547	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-champs-bleus-referent	ehpad-les-champs-bleus	Inconnu	Directeur EHPAD Les Champs Bleus	Directeur	Premier contact			+33290023800	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-thomas-boursin-referent	ehpad-thomas-boursin	Inconnu	Directeur EHPAD Thomas Boursin	Directeur	Premier contact			+33299885644	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-la-parentele-referent	ehpad-la-parentele	Inconnu	Directeur EHPAD La Parentèle	Directeur	Premier contact			+33299481663	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ker-bleuniou-referent	ehpad-ker-bleuniou	Inconnu	Directeur EHPAD Ker Bleuniou	Directeur	Premier contact			+33298077069	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-les-couleurs-du-temps-referent	residence-les-couleurs-du-temps	Inconnu	Directeur Résidence Les Couleurs du Temps	Directeur	Premier contact			+33297302450	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-la-fleur-de-sel-referent	ehpad-la-fleur-de-sel	Inconnu	Directeur EHPAD La Fleur de Sel	Directeur	Premier contact			+33299430643	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-tal-ar-mor-referent	ehpad-tal-ar-mor	Inconnu	Directeur EHPAD Tal Ar Mor	Directeur	Premier contact			+33298965332	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-la-haize-referent	ehpad-la-haize	Inconnu	Directeur EHPAD La Haize	Directeur	Premier contact			+33299212722	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-les-deux-roches-referent	ehpad-residence-les-deux-roches	Inconnu	Directeur EHPAD Résidence Les Deux Roches	Directeur	Premier contact			+33297759269	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-cleunay-rennes-referent	ehpad-de-cleunay-rennes	Inconnu	Directeur EHPAD de Cleunay rennes	Directeur	Premier contact			+33299652530	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-sainte-marie-referent	residence-sainte-marie	Inconnu	Directeur Résidence Sainte-Marie	Directeur	Premier contact			+33299003137	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-l-aubinage-referent	ehpad-l-aubinage	Inconnu	Directeur EHPAD L'Aubinage	Directeur	Premier contact			+33299552525	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-le-tronchet-referent	ehpad-le-tronchet	Inconnu	Directeur EHPAD Le tronchet	Directeur	Premier contact			+33299589578	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-flora-tristan-referent	ehpad-flora-tristan	Inconnu	Directeur EHPAD Flora Tristan	Directeur	Premier contact			+33298577110	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-les-bles-d-or-referent	residence-les-bles-d-or	Inconnu	Directeur Résidence Les blés d'Or	Directeur	Premier contact			+33297744054	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-mutualiste-des-champs-au-duc-referent	ehpad-mutualiste-des-champs-au-duc	Inconnu	Directeur EHPAD Mutualiste des Champs au Duc	Directeur	Premier contact			+33296610956	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-la-villeneuve-referent	ehpad-residence-la-villeneuve	Inconnu	Directeur EHPAD Résidence La Villeneuve	Directeur	Premier contact			+33296794898	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-kerampir-referent	ehpad-residence-kerampir	Inconnu	Directeur EHPAD Résidence Kérampir	Directeur	Premier contact			+33298345858	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-ter-et-mer-referent	residence-ter-et-mer	Inconnu	Directeur Résidence Ter et Mer	Directeur	Premier contact			+33297864840	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-villa-saint-joseph-referent	ehpad-villa-saint-joseph	Inconnu	Directeur EHPAD Villa Saint-Joseph	Directeur	Premier contact			+33299618105	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-maurice-peigne-referent	ehpad-maurice-peigne	Inconnu	Directeur EHPAD Maurice Peigné	Directeur	Premier contact			+33296896306	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-epms-bellevue-referent	ehpad-epms-bellevue	Inconnu	Directeur EHPAD EPMS Bellevue	Directeur	Premier contact			+33299974420	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-le-manoir-de-keraudren-referent	ehpad-le-manoir-de-keraudren	Inconnu	Directeur EHPAD Le Manoir de Keraudren	Directeur	Premier contact			+33298346660	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-keramour-referent	residence-keramour	Inconnu	Directeur Résidence Keramour	Directeur	Premier contact			+33296574070	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-les-menhirs-referent	residence-les-menhirs	Inconnu	Directeur Résidence Les Menhirs	Directeur	Premier contact			+33299617761	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-de-l-etang-referent	residence-de-l-etang	Inconnu	Directeur Résidence de l'Étang	Directeur	Premier contact			+33299436721	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-kervenanec-referent	ehpad-de-kervenanec	Inconnu	Directeur EHPAD de Kervenanec	Directeur	Premier contact			+33297882940	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-louise-le-roux-referent	residence-louise-le-roux	Inconnu	Directeur Résidence Louise Le Roux	Directeur	Premier contact			+33298056400	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-le-grand-champ-referent	residence-le-grand-champ	Inconnu	Directeur Résidence Le Grand champ	Directeur	Premier contact			+33299067115	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-gaetan-herve-referent	ehpad-gaetan-herve	Inconnu	Directeur EHPAD Gaëtan Hervé	Directeur	Premier contact			+33223300225	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-mutualiste-le-chatelier-referent	ehpad-mutualiste-le-chatelier	Inconnu	Directeur EHPAD Mutualiste Le Châtelier	Directeur	Premier contact			+33296865131	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-tamaris-referent	ehpad-les-tamaris	Inconnu	Directeur EHPAD Les Tamaris	Directeur	Premier contact			+33296277797	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-mutualiste-kerguen-referent	ehpad-mutualiste-kerguen	Inconnu	Directeur EHPAD Mutualiste Kerguen	Directeur	Premier contact			+33296912555	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-mutualiste-ti-ma-zud-referent	ehpad-mutualiste-ti-ma-zud	Inconnu	Directeur EHPAD mutualiste Ti Ma Zud	Directeur	Premier contact			+33296435057	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-tredez-referent	ehpad-de-tredez	Inconnu	Directeur EHPAD de Tredez	Directeur	Premier contact			+33296352272	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-cavan-referent	ehpad-cavan	Inconnu	Directeur EHPAD Cavan	Directeur	Premier contact			+33296359364	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-amzer-zo-referent	ehpad-amzer-zo	Inconnu	Directeur EHPAD Amzer Zo	Directeur	Premier contact			+33298715938	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-raymond-thomas-rennes-referent	ehpad-raymond-thomas-rennes	Inconnu	Directeur EHPAD Raymond Thomas Rennes	Directeur	Premier contact			+33223464410	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-roch-ar-budo-referent	ehpad-roch-ar-budo	Inconnu	Directeur EHPAD Roch Ar Budo	Directeur	Premier contact			+33296285133	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-pen-alle-referent	ehpad-pen-alle	Inconnu	Directeur EHPAD Pen Allé	Directeur	Premier contact			+33298879210	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-an-heol-referent	ehpad-residence-an-heol	Inconnu	Directeur EHPAD Résidence An Héol	Directeur	Premier contact			+33296700113	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-les-rondines-referent	ehpad-residence-les-rondines	Inconnu	Directeur EHPAD Résidence Les Rondines	Directeur	Premier contact			+33299575859	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-la-vallee-de-penanros-referent	ehpad-de-la-vallee-de-penanros	Inconnu	Directeur EHPAD de la Vallée de Penanros	Directeur	Premier contact			+33298061888	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-hameaux-du-coglais-referent	ehpad-les-hameaux-du-coglais	Inconnu	Directeur EHPAD Les Hameaux du Coglais	Directeur	Premier contact			+33299983133	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-corbieres-referent	ehpad-les-corbieres	Inconnu	Directeur EHPAD Les Corbières	Directeur	Premier contact			+33299198471	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-therese-rondeau-kernisy-referent	ehpad-therese-rondeau-kernisy	Inconnu	Directeur EHPAD Thérèse Rondeau-Kernisy	Directeur	Premier contact			+33298538112	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-les-charmilles-referent	ehpad-residence-les-charmilles	Inconnu	Directeur EHPAD Résidence Les Charmilles	Directeur	Premier contact			+33299666360	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ti-arvor-referent	ehpad-ti-arvor	Inconnu	Directeur EHPAD Ti Arvor	Directeur	Premier contact			+33296745720	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-du-prevot-referent	ehpad-residence-du-prevot	Inconnu	Directeur EHPAD Résidence du Prévot	Directeur	Premier contact			+33299333980	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-ti-an-diskuizh-referent	ehpad-residence-ti-an-diskuizh	Inconnu	Directeur EHPAD Résidence Ti An Diskuizh	Directeur	Premier contact			+33296369122	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-georges-brassens-referent	ehpad-georges-brassens	Inconnu	Directeur EHPAD Georges Brassens	Directeur	Premier contact			+33298848643	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ker-heol-referent	ehpad-ker-heol	Inconnu	Directeur EHPAD Ker-Héol	Directeur	Premier contact			+33298022967	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-des-champs-manceaux-referent	ehpad-des-champs-manceaux	Inconnu	Directeur EHPAD des Champs Manceaux	Directeur	Premier contact			+33299222490	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-gavel-referent	ehpad-du-gavel	Inconnu	Directeur EHPAD du Gavel	Directeur	Premier contact			+33296154227	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-les-acacias-referent	residence-les-acacias	Inconnu	Directeur Résidence Les Acacias	Directeur	Premier contact			+33299970310	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-pays-dardoup-referent	ehpad-du-pays-dardoup	Inconnu	Directeur EHPAD DU PAYS DARDOUP	Directeur	Premier contact			+33298869330	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-saint-maurice-referent	ehpad-residence-saint-maurice	Inconnu	Directeur EHPAD Résidence Saint-Maurice	Directeur	Premier contact			+33297843804	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ti-degemer-referent	ehpad-ti-degemer	Inconnu	Directeur EHPAD Ti Degemer	Directeur	Premier contact			+33298921362	Froid				import-ehpad	import-ehpad	2026-05-29		
accueil-de-jour-de-l-ehpad-la-vallee-referent	accueil-de-jour-de-l-ehpad-la-vallee	Inconnu	Directeur Accueil de jour de l'EHPAD La vallée	Directeur	Premier contact			+33298788484	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-du-petit-bily-referent	residence-du-petit-bily	Inconnu	Directeur Résidence du Petit Bily	Directeur	Premier contact			+33296843950	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-du-guic-referent	residence-du-guic	Inconnu	Directeur Résidence du Guic	Directeur	Premier contact			+33298728249	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-plenee-jugon-referent	ehpad-de-plenee-jugon	Inconnu	Directeur EHPAD de Plénée Jugon	Directeur	Premier contact			+33296318732	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-le-lac-referent	ehpad-le-lac	Inconnu	Directeur EHPAD Le lac	Directeur	Premier contact			+33296501500	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-eugene-gueno-referent	ehpad-eugene-gueno	Inconnu	Directeur EHPAD Eugène Guéno	Directeur	Premier contact			+33296501500	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-de-porh-ker-referent	ehpad-residence-de-porh-ker	Inconnu	Directeur EHPAD Résidence de Porh-Ker	Directeur	Premier contact			+33297590059	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ty-braz-referent	ehpad-ty-braz	Inconnu	Directeur EHPAD Ty-Braz	Directeur	Premier contact			+33298893392	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-des-abers-residence-presqu-ile-referent	ehpad-des-abers-residence-presqu-ile	Inconnu	Directeur EHPAD des Abers - Résidence Presqu'île	Directeur	Premier contact			+33285295000	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-des-abers-referent	ehpad-des-abers	Inconnu	Directeur EHPAD des Abers	Directeur	Premier contact			+33285295000	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ti-ar-c-hoad-referent	ehpad-ti-ar-c-hoad	Inconnu	Directeur EHPAD Ti Ar C'Hoad	Directeur	Premier contact			+33298515425	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-quatre-moulins-referent	ehpad-les-quatre-moulins	Inconnu	Directeur EHPAD Les Quatre Moulins	Directeur	Premier contact			+33298340116	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-mutualiste-louis-adam-referent	ehpad-mutualiste-louis-adam	Inconnu	Directeur EHPAD mutualiste Louis Adam	Directeur	Premier contact			+33296237288	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-pierre-de-keriolet-referent	residence-pierre-de-keriolet	Inconnu	Directeur Résidence Pierre de Keriolet	Directeur	Premier contact			+33297292025	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-louis-guillois-referent	ehpad-louis-guillois	Inconnu	Directeur EHPAD Louis Guillois	Directeur	Premier contact			+33297732634	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-saint-nicolas-referent	ehpad-saint-nicolas	Inconnu	Directeur EHPAD Saint-Nicolas	Directeur	Premier contact			+33298697263	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ti-gwenn-referent	ehpad-ti-gwenn	Inconnu	Directeur EHPAD Ti Gwenn	Directeur	Premier contact			+33298942040	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-pascot-referent	ehpad-residence-pascot	Inconnu	Directeur EHPAD Résidence Pascot	Directeur	Premier contact			+33297254408	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-la-vallee-du-goyen-pont-croix-referent	ehpad-la-vallee-du-goyen-pont-croix	Inconnu	Directeur EHPAD La vallée du Goyen - Pont Croix	Directeur	Premier contact			+33298704633	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-de-l-orme-referent	residence-de-l-orme	Inconnu	Directeur Résidence de l'Orme	Directeur	Premier contact			+33296271949	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-guy-maros-referent	ehpad-guy-maros	Inconnu	Directeur EHPAD Guy-Maros	Directeur	Premier contact			+33296741580	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-centre-hospitalier-morlaix-site-de-plougonven-referent	ehpad-centre-hospitalier-morlaix-site-de-plougonven	Inconnu	Directeur EHPAD Centre hospitalier Morlaix site de Plougonven	Directeur	Premier contact			+33298626304	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-belizal-referent	ehpad-residence-belizal	Inconnu	Directeur EHPAD Résidence Bélizal	Directeur	Premier contact			+33298626124	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-pierre-yvon-tremel-referent	ehpad-pierre-yvon-tremel	Inconnu	Directeur EHPAD Pierre Yvon Trémel	Directeur	Premier contact			+33296923072	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-fontaine-costard-referent	ehpad-fontaine-costard	Inconnu	Directeur EHPAD Fontaine Costard	Directeur	Premier contact			+33299098888	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-le-gall-referent	ehpad-le-gall	Inconnu	Directeur EHPAD Le Gall	Directeur	Premier contact			+33296356578	Froid				import-ehpad	import-ehpad	2026-05-29		
les-maisons-de-la-plumeliere-referent	les-maisons-de-la-plumeliere	Inconnu	Directeur Les Maisons de la Plumelière	Directeur	Premier contact			+33223454500	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-saint-conwoion-referent	residence-saint-conwoion	Inconnu	Directeur Résidence Saint Conwoïon	Directeur	Premier contact			+33299700880	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-les-genets-d-or-referent	ehpad-residence-les-genets-d-or	Inconnu	Directeur EHPAD Résidence Les genets d'or	Directeur	Premier contact			+33296202449	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-giblaine-de-crehen-referent	ehpad-giblaine-de-crehen	Inconnu	Directeur EHPAD Giblaine de Crehen	Directeur	Premier contact			+33296841345	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-brug-eusa-referent	ehpad-brug-eusa	Inconnu	Directeur EHPAD Brug Eusa	Directeur	Premier contact			+33298488717	Froid				import-ehpad	import-ehpad	2026-05-29		
centre-rene-fortin-referent	centre-rene-fortin	Inconnu	Directeur Centre René Fortin	Directeur	Premier contact			+33298015066	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-tytudcoz-du-centre-hospitalier-referent	ehpad-tytudcoz-du-centre-hospitalier	Inconnu	Directeur EHPAD Tytudcoz du centre hospitalier	Directeur	Premier contact			+33296556095	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-kreiz-ar-mor-referent	ehpad-residence-kreiz-ar-mor	Inconnu	Directeur EHPAD Résidence Kreiz Ar Mor	Directeur	Premier contact			+33296200257	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-les-terres-neuvas-referent	residence-les-terres-neuvas	Inconnu	Directeur Résidence Les Terres Neuvas	Directeur	Premier contact			+33296556095	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ty-creac-h-referent	ehpad-ty-creac-h	Inconnu	Directeur EHPAD Ty Créac'h	Directeur	Premier contact			+33290264578	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-ty-glazig-referent	ehpad-residence-ty-glazig	Inconnu	Directeur EHPAD Résidence Ty Glazig	Directeur	Premier contact			+33290264587	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-centre-hospitalier-de-concarneau-referent	ehpad-du-centre-hospitalier-de-concarneau	Inconnu	Directeur EHPAD du Centre Hospitalier de Concarneau	Directeur	Premier contact			+33298526060	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-petits-pas-referent	ehpad-les-petits-pas	Inconnu	Directeur EHPAD Les Petits Pas	Directeur	Premier contact			+33298364600	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-broceliande-referent	ehpad-broceliande	Inconnu	Directeur EHPAD Brocéliande	Directeur	Premier contact			+33296668080	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-alexis-julien-referent	ehpad-alexis-julien	Inconnu	Directeur EHPAD Alexis Julien	Directeur	Premier contact			+33298481014	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-landes-referent	ehpad-les-landes	Inconnu	Directeur EHPAD Les Landes	Directeur	Premier contact			+33299982011	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-saint-roch-referent	ehpad-residence-saint-roch	Inconnu	Directeur EHPAD Résidence Saint-Roch	Directeur	Premier contact			+33298613590	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-kersaudy-referent	ehpad-de-kersaudy	Inconnu	Directeur EHPAD de Kersaudy	Directeur	Premier contact			+33298691235	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ker-dudi-referent	ehpad-ker-dudi	Inconnu	Directeur EHPAD Ker Dudi	Directeur	Premier contact			+33296366172	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-kandelys-referent	ehpad-kandelys	Inconnu	Directeur EHPAD Kandelys	Directeur	Premier contact			+33297569999	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ti-kerjean-referent	ehpad-ti-kerjean	Inconnu	Directeur EHPAD Ti Kerjean	Directeur	Premier contact			+33296297448	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-le-cleusmeur-referent	residence-le-cleusmeur	Inconnu	Directeur Résidence Le Cleusmeur	Directeur	Premier contact			+33298212900	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-an-dorguen-referent	residence-an-dorguen	Inconnu	Directeur Résidence An Dorguen	Directeur	Premier contact			+33298212900	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-vallee-de-l-aulne-referent	ehpad-residence-vallee-de-l-aulne	Inconnu	Directeur EHPAD - Résidence Vallée de l'Aulne	Directeur	Premier contact			+33298861531	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ty-marhic-referent	ehpad-ty-marhic	Inconnu	Directeur EHPAD Ty Marhic	Directeur	Premier contact				Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-taule-referent	ehpad-de-taule	Inconnu	Directeur EHPAD de Taulé	Directeur	Premier contact			+33298671124	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-ty-noal-referent	ehpad-residence-ty-noal	Inconnu	Directeur EHPAD Résidence Ty Noal	Directeur	Premier contact			+33297383162	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-le-cosquer-a-le-quillio-referent	ehpad-le-cosquer-a-le-quillio	Inconnu	Directeur EHPAD Le Cosquer à Le Quillio	Directeur	Premier contact			+33296563388	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-pierre-de-francheville-referent	ehpad-pierre-de-francheville	Inconnu	Directeur EHPAD Pierre de Francheville	Directeur	Premier contact			+33297418173	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-korian-le-lac-referent	ehpad-korian-le-lac	Inconnu	Directeur EHPAD Korian Le lac	Directeur	Premier contact			+33384962828	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-les-vergers-de-la-belaine-referent	ehpad-residence-les-vergers-de-la-belaine	Inconnu	Directeur EHPAD Résidence Les vergers de la Belaine	Directeur	Premier contact			+33384794646	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-rives-de-la-nievre-referent	ehpad-les-rives-de-la-nievre	Inconnu	Directeur EHPAD Les Rives de la Nièvre	Directeur	Premier contact			+33386611854	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-le-clos-de-la-foret-referent	ehpad-residence-le-clos-de-la-foret	Inconnu	Directeur EHPAD Résidence Le Clos de la Forêt	Directeur	Premier contact			+33384813013	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-marius-lacrouze-referent	ehpad-residence-marius-lacrouze	Inconnu	Directeur EHPAD Résidence Marius Lacrouze	Directeur	Premier contact			+33385205900	Froid				import-ehpad	import-ehpad	2026-05-29		
residence-les-pomerelles-referent	residence-les-pomerelles	Inconnu	Directeur Résidence Les Pomerelles	Directeur	Premier contact			+33385910808	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-notre-dame-de-marloux-referent	ehpad-notre-dame-de-marloux	Inconnu	Directeur EHPAD Notre-Dame de Marloux	Directeur	Premier contact			+33385989474	Froid				import-ehpad	import-ehpad	2026-05-29		
