id	name	type_etablissement	nb_etablissements	funnel_stage	address	phone	linkedin_url	DUI	employees	tagline	summary	notes	next_action	created_by	created_at	updated_by	updated_at	website	industry	uses_netsoins	score_icp	city	region	country	Numéro Finess	Typologie	Groupe	Téléphones Clean Export	Mail	Adresse	Code postal	Ville	Département	Total de lits	Estimation Lits	Chambres simples	Chambres doubles	Place	Taille d'établissement	Prix minimum mensuel	CA Hébergement annuel	% Places APA
ehpad-le-pre-ras-d-eau	EHPAD Le pré ras d'eau	Groupe		Premier contact	6 rue Macé de la Charité	0248777000		Inconnu	83					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Sancoins	Centre-Val de Loire	France	180000226	Public	EHPAD Le pré ras d'eau							83						1 901,10  €		
ehpad-de-la-croix-duchet	EHPAD de La Croix Duchet	Groupe		Premier contact	Rue de la Croix Duchet	0248632525		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Amand-Montrond	Centre-Val de Loire	France	180003378	Public	Centre hospitalier de Saint-Amand-Montrond							80						1 968,90  €		
ehpad-les-pinelles	EHPAD Les Pinelles	Groupe		Premier contact	70 rue des Pinelles	0238768080		Inconnu	82					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Denis-en-Val	Centre-Val de Loire	France	450014188	Public	EHPAD Les Pinelles							82						1 886,10  €		
ehpad-martial-taugourdeau	EHPAD Martial Taugourdeau	Groupe		Premier contact	31 rue du Général de Gaulle	0237225028		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Fontaine-la-Guyon	Centre-Val de Loire	France	280505819	Public	EHPAD Martial Taugourdeau							80						1 931,10  €		
ehpad-bel-air	EHPAD Bel Air	Groupe		Premier contact	1 avenue du Père Noir	0254035414		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Issoudun	Centre-Val de Loire	France	360003305	Public	Centre hospitalier de la tour blanche d'Issoudun							80						1 913,70  €		
ehpad-saint-lazare	EHPAD Saint-Lazare	Groupe		Premier contact	33 rue Saint Lazare	0254282820		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Le Blanc	Centre-Val de Loire	France	360004600	Public	Centre hospitalier de Châteauroux-le-Blanc							80						1 911,30  €		
ehpad-amboise-pare	EHPAD Amboise Paré	Groupe		Premier contact	15 rue Ambroise Paré	0247233060		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Amboise	Centre-Val de Loire	France	370100166	Public	Centre hospitalier intercommunal Amboise Château Renault							80						1 893,30  €		
ehpad-saint-denis	EHPAD Saint Denis	Groupe		Premier contact	22 quai du général de Gaulle	0247233020		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Amboise	Centre-Val de Loire	France	370000572	Public	Centre hospitalier intercommunal Amboise Château Renault							80						1 893,30  €		
ehpad-aigurande-du-centre-hospitalier-de-la-chatre	EHPAD Aigurande du centre hospitalier de la Châtre	Groupe		Premier contact	5 avenue Maurice Rollinat	0254065440		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Aigurande	Centre-Val de Loire	France	360004741	Public	Centre hospitalier de la Châtre							80						1 832,40  €		
ehpad-de-cluis-du-centre-hospitalier-de-la-chatre	EHPAD de Cluis du Centre hospitalier de la Châtre	Groupe		Premier contact	Route d'Aigurande	0254065440		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Cluis	Centre-Val de Loire	France	360003479	Public	CH de la CHatre							80						1 832,40  €		
ehpad-la-villa-oceane	EHPAD La Villa Océane	Groupe		Premier contact	Rue de Kerdonnerch	0290743535		Inconnu	125					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Belz	Bretagne	France	560026395	Privé commercial	La Villa Oceane							125						2 763,00  €		
residence-du-cliscouet	Résidence Du Cliscouët	Groupe		Premier contact	27 rue de Cliscouët	0297464848		Inconnu	105					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vannes	Bretagne	France	560011819	Privé commercial	Groupe Emeis							105						3 663,00  €		
residence-la-villa-tohannic	Résidence La Villa Tohannic	Groupe		Premier contact	22 rue Pierre Marechal	0256630100		Inconnu	96					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vannes	Bretagne	France	560009219	Privé commercial	SAS La Villa Tohannic							96						3 933,00  €		
ehpad-korian-le-solidor	EHPAD Korian Le Solidor	Groupe		Premier contact	2 allée des Jardins de Sainte-Anne	0299195600		Inconnu	81					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Malo	Bretagne	France	350042123	Privé commercial	Groupe Korian							81						4 659,00  €		
ehpad-mer-iroise	EHPAD Mer Iroise	Groupe		Premier contact	12 rue Jean Bon Saint-André	0298039600		Inconnu	100					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Brest	Bretagne	France	290025402	Privé commercial	Le Noble Âge Retraite							100						3 723,00  €		
ehpad-serenu	EHPAD Serenu	Groupe		Premier contact	5 rue Colonel Feracci	0495461213		Inconnu	106					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Corte	Corse	France		Privé non lucratif	Association U Serenu							106						2 370,30  €		
ehpad-les-jardins-d-hermine	EHPAD Les Jardins d'Hermine	Groupe		Premier contact	55 avenue du Haut Sancé	0290015858		Inconnu	93					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Rennes	Bretagne	France	350025813	Privé commercial	SAS Les Jardins d'Hermine							93						3 955,20  €		
ehpad-residence-les-roseraies	EHPAD Résidence Les roseraies	Groupe		Premier contact	137 rue Saint-Hélier	0299514747		Inconnu	90					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Rennes	Bretagne	France	350030573	Privé commercial	SARL Les roseraies							90						4 006,20  €		
ehpad-a-ziglia	EHPAD A Ziglia	Indépendant		Premier contact	Voie Romaine	0495565000		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	0	Prunelli-di-Fiumorbo	Corse	France										80						NA		
ehpad-sainte-devote	EHPAD Sainte-Dévote	Indépendant		Premier contact	341 impasse des Muriers	0495300600		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	0	Borgo	Corse	France										80						NA		
ehpad-du-centre-hospitalier-de-sartene	EHPAD du Centre hospitalier de Sartène	Indépendant		Premier contact	Lieu-dit Cacciabeddu	0495779500		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	0	Sartène	Corse	France		Public								80						NA		
ehpad-du-centre-hospitalier-bonifacio	EHPAD du Centre hospitalier Bonifacio	Indépendant		Premier contact	LD Vallé	0495739573		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	0	Bonifacio	Corse	France		Public								80						NA		
ehpad-de-porto-vecchio	EHPAD de Porto Vecchio	Indépendant		Premier contact		0495703475		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	0	Porto-Vecchio	Corse	France		Public								80						NA		
residence-les-oceanides	Résidence Les Océanides	Groupe		Premier contact	2 rue Jérôme Lejeune	0297051401		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Quéven	Bretagne	France	560010548	Privé commercial	Univi							80						3 663,00  €		
residence-le-sourire-champenois	Résidence Le sourire Champenois	Groupe		Premier contact	64 rue Georges Charpak	0326850862		Inconnu	112					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bezannes	Grand Est	France	510004369	Privé non lucratif	Univi							112						3 473,10  €		
ehpad-residence-manon	EHPAD - Résidence Manon	Groupe		Premier contact	134 rue de Kermaria	0298346300		Inconnu	91					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Brest	Bretagne	France	290020551	Privé commercial	SAS résidence Manon							91						2 793,00  €		
ehpad-residence-beau-chene	EHPAD Résidence beau chêne	Groupe		Premier contact	31 rue des Ecoles	0296449944		Inconnu	86					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Agathon	Bretagne	France	220013973	Privé commercial	SARL Résidence beau chêne							86						2 368,20  €		
ehpad-korian-villa-la-balneaire	EHPAD Korian Villa La balnéaire	Groupe		Premier contact	Place Paul Crolard	0299169550		Inconnu	70					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Dinard	Bretagne	France	350039442	Privé commercial	Groupe Korian							70						4 569,00  €		
ehpad-la-tourelle-d-argent	EHPAD La Tourelle d'Argent	Groupe		Premier contact	9 rue du Roselier	0296767105		Inconnu	77					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Trémuson	Bretagne	France	220014856	Privé commercial	SAS Trémuson La Tourelle d'Argent							77						3 603,00  €		
ehpad-korian-les-deux-mers	EHPAD Korian Les Deux Mers	Groupe		Premier contact	15 rue Adrien Regent	0297418081		Inconnu	70					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Sarzeau	Bretagne	France	560012213	Privé commercial	Groupe Korian							70						3 948,00  €		
residence-l-hesperie	Résidence l'Hespérie	Groupe		Premier contact	9 impasse de Kéraudran	0297447225		Inconnu	64					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Arradon	Bretagne	France	560011785	Privé commercial	Univi							64						3 933,00  €		
residence-les-nympheas	Résidence Les Nymphéas	Groupe		Premier contact	2 rue de Louzillais	0299296363		Inconnu	66					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Pacé	Bretagne	France	350028858	Privé commercial	SAS Les Nymphéas							66						3 749,40  €		
residence-du-chateau	Résidence du Château	Groupe		Premier contact	5 allée de la Touche Ablin	0299250505		Inconnu	54					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Cesson-Sévigné	Bretagne	France	350030565	Privé commercial	Résidence du Château							54						4 499,10  €		
ehpad-residence-le-val-d-or	EHPAD Résidence Le Val d'Or	Groupe		Premier contact	Lotissement Parc Hamon	0296326080		Inconnu	66					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Jean-Kerdaniel	Bretagne	France	220013403	Privé commercial	Résidence Le Val d'Or							66						2 701,20  €		
residence-de-roquilieu	Résidence de Roquilieu	Groupe		Premier contact	268 rue de Bel Air	0296320830		Inconnu	60					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Plaintel	Bretagne	France	220013395	Privé commercial	Univi							60						2 823,00  €		
residence-les-jardins-d-erquy	Résidence Les Jardins d'Erquy	Groupe		Premier contact	37 rue St-Michel	0296720588		Inconnu	58					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Erquy	Bretagne	France	220012892	Privé commercial	SAS Les Jardins d'Erquy							58						2 583,00  €		
ehpad-residence-et-clos-de-l-illmatt-benfeld	EHPAD Résidence et Clos de l'Illmatt Benfeld	Groupe		Premier contact	35 rue de la Digue	0388744100		Inconnu	114					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Benfeld	Grand Est	France	670016898	Public	EHPAD de Benfeld							114						2 543,70  €		
residence-plaisance	Résidence Plaisance	Groupe		Premier contact	2 rue Stephane Faye	0297455038		Inconnu	38					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Avé	Bretagne	France	560012346	Privé commercial	Plaisance Village							38						2 746,20  €		
ehpad-residence-clos-des-benedictins	EHPAD Résidence Clos des Bénédictins	Groupe		Premier contact	6 enclos des Bénédictins	0248234909		Inconnu	130					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bourges	Centre-Val de Loire	France	180000259	Privé commercial	Groupe Emeis							130						3 294,60  €		
ehpad-la-villa-eleonore	EHPAD La Villa Eléonore	Groupe		Premier contact	5 rue Eugène Bizeau	0236972525		Inconnu	132					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Montlouis-sur-Loire	Centre-Val de Loire	France	370010498	Privé commercial	Le Noble âge							132						2 755,50  €		
ehpad-le-lac-de-saint-pryve	EHPAD Le Lac de Saint-Pryve	Groupe		Premier contact	9 rue du Bel Air	0238568800		Inconnu	109					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Pryvé-Saint-Mesmin	Centre-Val de Loire	France	450013966	Privé commercial	SAS Emera Exploitations							109						4 545,60  €		
ehpad-korian-le-baron	EHPAD Korian Le Baron	Groupe		Premier contact	61 rue du Faubourg Madeleine	0238425252		Inconnu	111					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Orléans	Centre-Val de Loire	France	450003934	Privé commercial	Groupe Korian							111						3 933,90  €		
ehpad-chateau-du-haut-venay	EHPAD Château du Haut-Venay	Groupe		Premier contact	4 rue Charles Renard	0232580094		Inconnu	112					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Lubin-des-Joncherets	Centre-Val de Loire	France	280504861	Privé commercial	Colisée France							112						3 711,60  €		
ehpad-le-bas-chateau	EHPAD Le Bas Château	Groupe		Premier contact	2 rue de Dommartemont	0383291832		Inconnu	113					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Essey-lès-Nancy	Grand Est	France	540008703	Privé non lucratif	Maison de retraite des Soeurs de la Doctrine Chrétienne							113						2 470,50  €		
ehpad-korian-le-prunelier	EHPAD Korian Le Prunelier	Groupe		Premier contact	2 allée Charles Barrier	0247495600		Inconnu	99					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Cyr-sur-Loire	Centre-Val de Loire	France	370103012	Privé commercial	Groupe Korian							99						4 155,90  €		
ehpad-korian-la-reine-blanche	EHPAD Korian La Reine Blanche	Groupe		Premier contact	851 rue de la Vallée	0238664051		Inconnu	101					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Olivet	Centre-Val de Loire	France	450012828	Privé commercial	Groupe Korian							101						3 800,40  €		
ehpad-de-martigny-les-bains	EHPAD de Martigny-les-Bains	Groupe		Premier contact	Rue des Villas	0329072700		Inconnu	116					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Martigny-les-Bains	Grand Est	France	880006747	Public	CHI de l'Ouest vosgien							116						2 385,90  €		
ehpad-le-kachelofe	EHPAD Le Kachelofe	Groupe		Premier contact	44 rue de la Canardière	0388400550		Inconnu	95					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Strasbourg	Grand Est	France	670795434	Privé non lucratif	Association Kachelofe-Meinau							95						2 874,00  €		
ehpad-le-bois-des-oiseleurs	EHPAD Le Bois des Oiseleurs	Indépendant		Premier contact	Rue Alain Fournier	0356140000		Inconnu	106					import-ehpad	2026-05-29				EHPAD	Inconnu	0	Freyming-Merlebach	Grand Est	France	570027391	Privé non lucratif								106						NA		
ehpad-caritas	EHPAD Caritas	Groupe		Premier contact	21 rue Horace	0388302700		Inconnu	118					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Strasbourg	Grand Est	France	670787878	Privé non lucratif	Fédération de Charité du Diocèse de Strasbourg							118						2 280,30  €		
ehpad-residence-sainte-cecile	EHPAD Résidence Sainte-Cécile	Groupe		Premier contact	11 place d'Armes	0238242526		Inconnu	101					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Orléans	Centre-Val de Loire	France	450012810	Privé commercial	Résidence Sainte-Cécile (Domidep)							101						3 800,10  €		
maison-de-retraite-fondation-jean-dollfus	Maison de retraite Fondation Jean Dollfus	Groupe		Premier contact	6 rue du Panorama	0389332373		Inconnu	115					import-ehpad	2026-05-29			http://www.fondation-dollfus.fr/	EHPAD	Inconnu	1	Mulhouse	Grand Est	France	680004470	Privé non lucratif	Fondation Jean Dollfus							115						2 311,80  €		
maison-du-sacre-coeur-ehpad	Maison du Sacré-Coeur - EHPAD	Groupe		Premier contact	9 rue de l’Ecole	0388077128		Inconnu	110					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Dauendorf	Grand Est	France	670787795	Privé non lucratif	Association de la Maison du Sacré-Cœur							110						2 415,60  €		
residence-le-parc-saint-charles	Résidence Le parc Saint-Charles	Groupe		Premier contact	12 rue du Moulin a Tan	0237914747		Inconnu	101					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Chartres	Centre-Val de Loire	France	280506106	Privé commercial	SARL Le parc Saint-Charles							101						3 745,80  €		
ehpad-korian-villa-evora	EHPAD Korian Villa Evora	Groupe		Premier contact	24 rue du Général George Patton	0237911666		Inconnu	102					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Chartres	Centre-Val de Loire	France	280505207	Privé commercial	Les Bégonias							102						3 585,60  €		
ehpad-le-domaine-de-belletanche	EHPAD Le domaine de Belletanche	Groupe		Premier contact	21 rue de Belletanche	0387747879		Inconnu	109					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Metz	Grand Est	France	570004317	Privé non lucratif	Association Monsieur Vincent							109						2 385,00  €		
residence-jean-d-orbais	Résidence Jean d'Orbais	Groupe		Premier contact	3 rue Bertrand de Mun	0326025050		Inconnu	103					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Reims	Grand Est	France	510003668	Privé non lucratif	BTP Résidences Médico-Sociales - RSM							103						2 517,30  €		
ehpad-korian-le-doyenne-de-vencay	EHPAD Korian Le Doyenné de Vencay	Groupe		Premier contact	32 rue des Onze Arpents	0247760220		Inconnu	89					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Avertin	Centre-Val de Loire	France	370003089	Privé commercial	Groupe Korian							89						4 066,20  €		
ehpad-du-centre-hospitalier-de-pfastatt	EHPAD du Centre hospitalier de Pfastatt	Groupe		Premier contact	1 rue Henri Haeffely	0389528038		Inconnu	110					import-ehpad	2026-05-29			http://www.ch-pfastatt.fr/index.php/les-activites/ehpad	EHPAD	Inconnu	1	Pfastatt	Grand Est	France	680011251	Public	Centre Hospitalier de Pfastatt							110						2 342,40  €		
ehpad-les-jardins	EHPAD Les Jardins	Groupe		Premier contact	6 rue des Maraichers	0387231800		Inconnu	109					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Sarrebourg	Grand Est	France	570014399	Privé non lucratif	Association Les Jardins							109						2 358,60  €		
ehpad-korian-les-dames-blanches	EHPAD Korian Les dames blanches	Groupe		Premier contact	7 boulevard Preuilly	0247215454		Inconnu	96					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Tours	Centre-Val de Loire	France	370009789	Privé commercial	Groupe Korian							96						3 752,40  €		
ehpad-sainte-madeleine	EHPAD Sainte-Madeleine	Groupe		Premier contact	12 route de Guentrange	0382880464		Inconnu	114					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Thionville	Grand Est	France	570004424	Privé non lucratif	Fondation Lenternier - Thionville							114						2 236,80  €		
la-maison-du-lendehof	La maison du Lendehof	Groupe		Premier contact	4 rue de la Gendarmerie	0805291700		Inconnu	84					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Truchtersheim	Grand Est	France	670013689	Privé non lucratif	ADEF Résidences							84						3 032,70  €		
ehpad-les-maisonnees-de-saint-francois	EHPAD Les Maisonnées de Saint-Francois	Groupe		Premier contact	9 avenue Medicis	0254546800		Inconnu	88					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Blois	Centre-Val de Loire	France	410003198	Privé commercial	SAS les Maisonnées de Blois - EMERA							88						4 009,50  €		
ehpad-korian-le-saintier	EHPAD Korian Le saintier	Groupe		Premier contact	8 avenue Pierre et Marie Curie	0245405300		Inconnu	100					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Jean-de-Braye	Centre-Val de Loire	France	450007703	Privé commercial	Les Bégonias							100						3 493,20  €		
ehpad-jardins-de-chartres	EHPAD Jardins de Chartres	Groupe		Premier contact	1 place Drouaise	0237180300		Inconnu	108					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Chartres	Centre-Val de Loire	France	280500380	Privé commercial	Groupe Emeis							108						3 180,60  €		
ehpad-sarrail	EHPAD Sarrail	Groupe		Premier contact	21 rue Jean-Henri Fabre	0326682169		Inconnu	117					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Châlons-en-Champagne	Grand Est	France	510003783	Public	Centre Communal d'Action Sociale (CCAS)							117						2 169,30  €		
residence-le-parc-des-mauves	Résidence Le parc des mauves	Groupe		Premier contact	Rue de Tourne Bride	0238249696		Inconnu	99					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Huisseau-sur-Mauves	Centre-Val de Loire	France	450014568	Privé commercial	OMERIS Réseau France							99						3 465,60  €		
ehpad-claude-de-france	EHPAD Claude de France	Groupe		Premier contact	2 clos des Hirondelles	0254793310		Inconnu	87					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Chailles	Centre-Val de Loire	France	410005193	Privé commercial	SAS Claude de France - Groupe DOMIDEP							87						3 873,30  €		
ehpad-residence-andre-copin	EHPAD Résidence André Copin	Groupe		Premier contact	27 rue du Val de Metz	0387533450		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vigy	Grand Est	France	570023382	Privé non lucratif	Association AMAPA							80						3 151,50  €		
residence-poincare-maison-de-retraite	Résidence Poincaré - Maison de retraite	Groupe		Premier contact	8 rue Raymond Poincaré	0383227133		Inconnu	103					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bouxières-aux-Dames	Grand Est	France	540004611	Privé non lucratif	Maison de retraite des Soeurs de la Doctrine Chrétienne							103						2 443,50  €		
la-maison-des-mirabelliers	La maison des mirabelliers	Groupe		Premier contact	4 rue du commandant Spicq	0805291700		Inconnu	90					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Lexy	Grand Est	France	540018538	Privé non lucratif	ADEF Résidences							90						2 792,40  €		
ehpad-bethesda-contades	EHPAD Bethesda Contades	Groupe		Premier contact	14 boulevard Gambetta	0388364200		Inconnu	90					import-ehpad	2026-05-29			https://diaconat-bethesda.fr/	EHPAD	Inconnu	1	Strasbourg	Grand Est	France	670793173	Privé non lucratif	Association Diaconat Bethesda							90						2 734,20  €		
ehpad-alice-sar	EHPAD Alice Sar	Groupe		Premier contact	9 impasse des Petites Fontaines	0387650800		Inconnu	91					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vantoux	Grand Est	France	570003509	Privé non lucratif	Association AMAPA							91						2 693,40  €		
ehpad-les-gres-flammes	EHPAD Les Grès Flammés	Groupe		Premier contact	4 rue du Void Régnier	0329650466		Inconnu	116					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Rambervillers	Grand Est	France	880786389	Public	EPMSC Les Grès Flammés							116						2 108,70  €		
ehpad-korian-la-croix-perigourd	EHPAD Korian La Croix Périgourd	Groupe		Premier contact	108 rue de la Croix de Périgourd	0247624389		Inconnu	107					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Cyr-sur-Loire	Centre-Val de Loire	France	370000242	Privé commercial	Societé hospitalière de Touraine							107						3 138,30  €		
maison-de-retraite-saint-jean	Maison de retraite Saint-Jean	Groupe		Premier contact	23 rue Eugéne Huraux	0329673293		Inconnu	113					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Portieux	Grand Est	France	880789185	Privé non lucratif	Association Saint-Jean							113						2 160,00  €		
ehpad-residence-et-clos-de-l-illmat	EHPAD Résidence et Clos de l'Illmat	Groupe		Premier contact	1 rue de l'Hôpital	0388744100		Inconnu	114					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Benfeld	Grand Est	France	670793686	Public	Résidence et Clos de l'Illmat							114						2 133,90  €		
ehpad-residence-de-la-mossig	EHPAD Résidence de la Mossig	Groupe		Premier contact	4 rue de l'Hôpital	0388591259		Inconnu	106					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Wasselonne	Grand Est	France	670793777	Public	Résidence de la Mossig							106						2 279,10  €		
ehpad-lea-andre	EHPAD Léa André	Groupe		Premier contact	Boulevard Kelsch	0329602960		Inconnu	115					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Gérardmer	Grand Est	France	880005079	Public	CHI Hôpitaux du massif des Vosges							115						2 096,40  €		
ehpad-sainte-marie	EHPAD Sainte-Marie	Groupe		Premier contact	2 rue de Vieilleville	0387187548		Inconnu	110					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Metz	Grand Est	France	570023853	Privé non lucratif	Groupe UNEOS							110						2 171,40  €		
ehpad-residence-le-parc	EHPAD Résidence Le Parc	Groupe		Premier contact	Rue Claude Bernard	0387557803		Inconnu	100					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Metz	Grand Est	France	570011734	Public	Centre hospitalier régional Metz-Thionville							100						2 372,40  €		
ehpad-la-roseliere-de-kunheim	EHPAD La Roselière de Kunheim	Groupe		Premier contact	4 rue Jules Verne	0389788181		Inconnu	115					import-ehpad	2026-05-29			http://www.roseliere.fr/	EHPAD	Inconnu	1	Kunheim	Grand Est	France	680014107	Privé non lucratif	AGIMAPAK							115						2 056,80  €		
ehpad-abrapa-danube	EHPAD Abrapa Danube	Groupe		Premier contact	11 rue de l'Elbe	0388608300		Inconnu	84					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Strasbourg	Grand Est	France	670006568	Privé non lucratif	Abrapa							84						2 796,60  €		
ehpad-de-thieblemont	EHPAD de Thieblemont	Groupe		Premier contact	Rue Laurent Gerard	0326738005		Inconnu	116					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Thiéblemont-Farémont	Grand Est	France	510002124	Public	Maison de Retraite							116						2 025,00  €		
la-maison-de-l-orme-dore	La Maison de l'Orme Doré	Groupe		Premier contact	2 rue André Barbaux	0805291700		Inconnu	85					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Dizier	Grand Est	France	520003286	Privé non lucratif	ADEF Résidences							85						2 728,20  €		
ehpad-fondation-duchatel	EHPAD Fondation Duchâtel	Groupe		Premier contact	3 rue Walbaum	0326494013		Inconnu	100					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Verzenay	Grand Est	France	510000110	Public	Maison de retraite de Verzenay							100						2 315,40  €		
la-maison-des-vignes	La Maison des Vignes	Groupe		Premier contact	14 rue Gustave Nordon	0805291700		Inconnu	80					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Malzéville	Grand Est	France	540014248	Privé non lucratif	ADEF Résidences							80						2 891,10  €		
ehpad-residence-xavier-jourdain	EHPAD Résidence Xavier Jourdain	Groupe		Premier contact	6 rue Xavier Jourdain	0389725590		Inconnu	108					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Neuf-Brisach	Grand Est	France	680011343	Public	Hôpital Intercommunal Ensisheim - Neuf - Brisach							108						2 131,20  €		
ehpad-les-faubourgs-de-l-orne	EHPAD Les Faubourgs de l'Orne	Groupe		Premier contact	65 rue Louis Jost	0387709610		Inconnu	88					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Gandrange	Grand Est	France	570023531	Privé non lucratif	Association Hospitaliere Vallee de l'Orne							88						2 601,60  €		
ehpad-korian-le-doyenne-du-plessis	EHPAD Korian Le Doyenné du Plessis	Groupe		Premier contact	40 rue de Ligner	0247364000		Inconnu	89					import-ehpad	2026-05-29				EHPAD	Inconnu	1	La Riche	Centre-Val de Loire	France	370104770	Privé commercial	Groupe Korian							89						3 668,70  €		
ehpad-abrapa-saint-arbogast	EHPAD Abrapa Saint-Arbogast	Groupe		Premier contact	3 rue des Echasses	0388751044		Inconnu	82					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Strasbourg	Grand Est	France	670794510	Privé non lucratif	Abrapa							82						2 755,80  €		
ehpad-les-ecureuils	EHPAD Les Écureuils	Groupe		Premier contact	24 rue de Verdun	0389443851		Inconnu	82					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Mulhouse	Grand Est	France	680005238	Privé non lucratif	ASHPA							82						2 745,90  €		
ehpad-l-ile-olive-et-moulins-de-nogent	EHPAD L'Île Olive et moulins de Nogent	Groupe		Premier contact	5 place Aristide Briand	0325398708		Inconnu	107					import-ehpad	2026-05-29				EHPAD	Inconnu	1	Nogent-sur-Seine	Grand Est	France	100000066	Public	Groupement hospitalier Aube Marne							107						2 090,70  €		
